step,waiting_vehicles,avg_speed,queue_length,throughput,phase_index,phase_name
162,22,7.35,22,1,0,East-West Straight+Right
163,21,7.35,21,0,0,East-West Straight+Right
164,21,7.41,21,1,0,East-West Straight+Right
165,23,7.43,23,1,0,East-West Straight+Right
166,22,6.09,22,1,0,East-West Straight+Right
167,22,6.16,22,0,0,East-West Straight+Right
168,25,6.20,25,2,0,East-West Straight+Right
169,24,6.21,24,0,0,East-West Straight+Right
170,24,6.19,24,1,1,East-West Yellow
171,26,4.79,26,1,1,East-West Yellow
172,26,4.88,26,0,1,East-West Yellow
173,26,6.31,26,0,1,East-West Yellow
174,28,6.35,28,0,1,East-West Yellow
175,26,6.46,26,0,2,East-West Left
176,24,6.57,24,0,2,East-West Left
177,22,6.75,22,0,2,East-West Left
178,21,6.92,21,0,2,East-West Left
179,19,7.02,19,0,2,East-West Left
180,17,6.66,17,0,2,East-West Left
181,18,6.23,18,0,2,East-West Left
182,18,6.02,18,0,2,East-West Left
183,19,6.04,19,0,2,East-West Left
184,21,6.13,21,0,2,East-West Left
185,21,6.22,21,0,2,East-West Left
186,21,6.29,21,0,2,East-West Left
187,22,6.34,22,0,2,East-West Left
188,24,3.68,24,0,2,East-West Left
189,22,3.89,22,0,2,East-West Left
190,22,5.24,22,0,2,East-West Left
191,23,5.41,23,0,2,East-West Left
192,22,5.54,22,0,2,East-West Left
193,22,5.68,22,1,2,East-West Left
194,22,5.75,22,1,2,East-West Left
195,24,5.57,24,0,2,East-West Left
196,23,5.73,23,2,2,East-West Left
197,24,5.89,24,0,2,East-West Left
198,24,5.96,24,0,2,East-West Left
199,24,6.78,24,2,2,East-West Left
200,24,6.92,24,0,2,East-West Left
201,25,6.83,25,1,2,East-West Left
202,24,5.83,24,1,2,East-West Left
203,24,5.79,24,1,2,East-West Left
204,24,6.16,24,0,2,East-West Left
205,26,4.81,26,0,3,East-West Left Yellow
206,25,4.98,25,1,3,East-West Left Yellow
207,25,5.14,25,0,3,East-West Left Yellow
208,25,5.24,25,1,3,East-West Left Yellow
209,26,3.93,26,1,3,East-West Left Yellow
210,23,4.15,23,1,4,North-South Straight+Right
211,21,2.84,21,0,4,North-South Straight+Right
212,19,2.92,19,0,4,North-South Straight+Right
213,18,3.20,18,0,4,North-South Straight+Right
214,17,3.42,17,0,4,North-South Straight+Right
215,15,3.76,15,1,4,North-South Straight+Right
216,14,3.96,14,0,4,North-South Straight+Right
217,12,3.84,12,0,4,North-South Straight+Right
218,11,3.68,11,0,4,North-South Straight+Right
219,9,3.81,9,0,4,North-South Straight+Right
220,9,3.99,9,0,4,North-South Straight+Right
221,9,3.41,9,0,4,North-South Straight+Right
222,10,2.77,10,0,4,North-South Straight+Right
223,12,2.30,12,0,4,North-South Straight+Right
224,12,2.37,12,0,4,North-South Straight+Right
225,12,2.65,12,0,4,North-South Straight+Right
226,11,2.82,11,0,4,North-South Straight+Right
227,13,2.73,13,0,4,North-South Straight+Right
228,11,2.72,11,0,4,North-South Straight+Right
229,11,2.70,11,0,4,North-South Straight+Right
230,13,2.67,13,0,4,North-South Straight+Right
231,13,2.55,13,2,4,North-South Straight+Right
232,13,2.68,13,2,4,North-South Straight+Right
233,13,2.81,13,0,4,North-South Straight+Right
234,14,2.88,14,2,4,North-South Straight+Right
235,13,2.97,13,0,4,North-South Straight+Right
236,14,3.08,14,0,4,North-South Straight+Right
237,14,1.55,14,1,4,North-South Straight+Right
238,13,1.67,13,0,4,North-South Straight+Right
239,15,3.17,15,1,4,North-South Straight+Right
240,15,3.21,15,1,5,North-South Yellow
241,16,2.95,16,1,5,North-South Yellow
242,15,2.82,15,1,5,North-South Yellow
243,18,2.88,18,2,5,North-South Yellow
244,19,2.76,19,1,5,North-South Yellow
245,17,2.74,17,0,6,North-South Left
246,17,3.88,17,1,6,North-South Left
247,15,3.89,15,1,6,North-South Left
248,15,4.00,15,1,6,North-South Left
249,17,3.93,17,1,6,North-South Left
250,15,3.83,15,1,6,North-South Left
251,14,3.71,14,0,6,North-South Left
252,14,3.76,14,0,6,North-South Left
253,15,3.72,15,0,6,North-South Left
254,16,3.65,16,0,6,North-South Left
255,17,3.72,17,0,6,North-South Left
256,17,3.85,17,0,6,North-South Left
257,17,3.77,17,0,6,North-South Left
258,18,3.76,18,0,6,North-South Left
259,19,3.65,19,0,6,North-South Left
260,19,3.71,19,0,6,North-South Left
261,19,3.78,19,1,6,North-South Left
262,19,3.80,19,1,6,North-South Left
263,19,3.87,19,0,6,North-South Left
264,20,3.84,20,0,6,North-South Left
265,20,3.73,20,1,6,North-South Left
266,20,3.69,20,0,6,North-South Left
267,21,3.68,21,1,6,North-South Left
268,21,2.83,21,0,6,North-South Left
269,23,3.63,23,1,6,North-South Left
270,23,3.70,23,0,6,North-South Left
271,23,3.81,23,1,6,North-South Left
272,23,3.88,23,0,6,North-South Left
273,23,3.49,23,0,6,North-South Left
274,23,3.30,23,0,6,North-South Left
275,24,3.11,24,0,7,North-South Left Yellow
276,24,3.15,24,0,7,North-South Left Yellow
277,24,3.19,24,0,7,North-South Left Yellow
278,24,3.22,24,1,7,North-South Left Yellow
279,24,3.06,24,0,7,North-South Left Yellow
280,20,3.04,20,0,0,East-West Straight+Right
281,17,2.97,17,1,0,East-West Straight+Right
282,16,3.14,16,0,0,East-West Straight+Right
283,15,3.34,15,0,0,East-West Straight+Right
284,15,3.52,15,0,0,East-West Straight+Right
285,15,4.73,15,0,0,East-West Straight+Right
286,15,4.88,15,0,0,East-West Straight+Right
287,15,6.10,15,0,0,East-West Straight+Right
288,15,6.09,15,0,0,East-West Straight+Right
289,15,7.22,15,0,0,East-West Straight+Right
290,15,7.27,15,0,0,East-West Straight+Right
291,15,7.30,15,0,0,East-West Straight+Right
292,15,8.33,15,0,0,East-West Straight+Right
293,15,8.33,15,0,0,East-West Straight+Right
294,15,8.33,15,0,0,East-West Straight+Right
295,15,8.33,15,0,0,East-West Straight+Right
296,15,8.33,15,3,0,East-West Straight+Right
297,15,8.33,15,0,0,East-West Straight+Right
298,15,8.33,15,2,0,East-West Straight+Right
299,15,8.33,15,1,0,East-West Straight+Right
300,15,8.33,15,1,0,East-West Straight+Right
301,15,8.33,15,0,0,East-West Straight+Right
302,15,8.33,15,0,0,East-West Straight+Right
303,15,8.33,15,0,0,East-West Straight+Right
304,15,8.33,15,0,0,East-West Straight+Right
305,15,8.33,15,2,0,East-West Straight+Right
306,15,8.33,15,0,0,East-West Straight+Right
307,15,8.33,15,1,0,East-West Straight+Right
308,15,8.33,15,0,0,East-West Straight+Right
309,15,8.33,15,0,0,East-West Straight+Right
310,15,8.33,15,0,1,East-West Yellow
311,15,8.33,15,0,1,East-West Yellow
312,15,8.33,15,0,1,East-West Yellow
313,15,8.33,15,0,1,East-West Yellow
314,15,8.33,15,0,1,East-West Yellow
315,13,8.35,13,0,2,East-West Left
316,11,8.46,11,0,2,East-West Left
317,10,8.62,10,0,2,East-West Left
318,9,9.83,9,0,2,East-West Left
319,9,9.89,9,0,2,East-West Left
320,9,9.95,9,0,2,East-West Left
321,9,9.99,9,0,2,East-West Left
322,9,10.03,9,0,2,East-West Left
323,9,10.07,9,0,2,East-West Left
324,9,10.13,9,0,2,East-West Left
325,9,10.10,9,0,2,East-West Left
326,9,10.18,9,0,2,East-West Left
327,9,10.25,9,0,2,East-West Left
328,9,11.11,9,1,2,East-West Left
329,9,11.11,9,0,2,East-West Left
330,9,11.11,9,1,2,East-West Left
331,9,11.11,9,0,2,East-West Left
332,9,11.11,9,0,2,East-West Left
333,9,11.11,9,1,2,East-West Left
334,9,11.11,9,0,2,East-West Left
335,9,11.11,9,1,2,East-West Left
336,9,11.11,9,0,2,East-West Left
337,9,11.11,9,0,2,East-West Left
338,9,11.11,9,1,2,East-West Left
339,9,11.11,9,0,2,East-West Left
340,9,11.11,9,1,2,East-West Left
341,9,11.11,9,0,2,East-West Left
342,9,11.11,9,0,2,East-West Left
343,9,11.11,9,0,2,East-West Left
344,9,11.11,9,0,2,East-West Left
345,9,11.11,9,0,3,East-West Left Yellow
346,9,11.11,9,0,3,East-West Left Yellow
347,9,11.11,9,0,3,East-West Left Yellow
348,9,11.11,9,0,3,East-West Left Yellow
349,9,11.11,9,0,3,East-West Left Yellow
350,7,11.14,7,0,4,North-South Straight+Right
351,5,11.14,5,0,4,North-South Straight+Right
352,3,11.18,3,0,4,North-South Straight+Right
353,1,11.27,1,0,4,North-South Straight+Right
354,0,11.38,0,0,4,North-South Straight+Right
355,0,11.44,0,0,4,North-South Straight+Right
356,0,11.57,0,0,4,North-South Straight+Right
357,0,11.63,0,0,4,North-South Straight+Right
358,0,11.75,0,0,4,North-South Straight+Right
359,0,11.92,0,0,4,North-South Straight+Right
360,0,12.07,0,0,4,North-South Straight+Right
361,0,12.18,0,0,4,North-South Straight+Right
362,0,12.31,0,0,4,North-South Straight+Right
363,0,13.10,0,0,4,North-South Straight+Right
364,0,13.89,0,0,4,North-South Straight+Right
365,0,13.89,0,0,4,North-South Straight+Right
366,0,13.89,0,0,4,North-South Straight+Right
367,0,13.89,0,1,4,North-South Straight+Right
368,0,13.89,0,3,4,North-South Straight+Right
369,0,13.89,0,0,4,North-South Straight+Right
370,0,13.89,0,1,4,North-South Straight+Right
371,0,13.89,0,0,4,North-South Straight+Right
372,0,13.89,0,2,4,North-South Straight+Right
373,0,13.89,0,0,4,North-South Straight+Right
374,0,13.89,0,1,4,North-South Straight+Right
375,0,13.89,0,1,4,North-South Straight+Right
